id,percentage
0xfa628773069f7d94c2146768cdded626fb4efaa1,0.00003420098419619294072925685309676261009747716392588716216296738620558590081761
0x7f837998aaf184173ebd003bf9111ccd21623d5f,0.00003420099992864567097800958855491503460827780876538256807106198117058355538713
0x2c83698e2accf51b49890308e73915c16934b802,0.00003421483217469397925095812919658148927830563242956075387492717170026054254885
0xbbf66d5f15d0689d420759eb5ca6957a20fa6961,0.00003420098419619294072925685309676261009747716392588716216296738620558590081761
0xf1888d90f0ef9385df80011fc4bc1e4a5c7b9e6c,0.00003420098419619294072925685309676261009747716392588716216296738620558590081761
0xd8d7864213a2219d86cd896db51e010ccbf4dfc5,0.00003420099240442914781556262811840735332050358732040650437588630531775859015823
0x3a6f5cdbbc26058f6e6860c136024955f1ee419f,0.00003424065596982115669278516187608073085468583353695463423558994185488893223912
0x2df60f30fee5cbb04feb29d9536c3fc5d3c995a1,0.00003420098419619294072925685309676261009747716392588716216296738620558590081761
0x72abf1632e1b7a7bbf0f792874c818e9ac7e024a,0.00003420747007083590675853674936638388015885604949525406740439997134070592812784
0x9637a01d68407d4c50d4b0680ff52ed5fae97cb3,0.00003422728680509886487225409537220520635039872971357600494390043790362116871049
0x7555be2483ade0403a02988d7ab266c88fdaaa5b,0.00003420098419619294072925685309676261009747716392588716216296738620558590081761
0x7478eddecb40f12755ce92cb47dceba7c45a29b3,0.00003420099103638977996784499894813322944999918342131994734039981879906314193479
0xc5265b3500d25d20aea5bc64493ac5413aa03c8c,0.00003420098419619294072925685309676261009747716392588716216296738620558590081761
0x24b15a904e96e92229aa91f89aaea39f37251aaf,0.00003420149173879841223249727526846256605461101048699982232845388464159719171238
0xd5c9b57cf6aa1b1a9fab9ab96fd7f8838a9663e5,0.00003420098419619294072925685309676261009747716392588716216296738620558590081761
0xf687788d24e143edeeccb0db2e301f183fc5de1b,0.00003420186863364425427870411167898369237857428468534628560498092054219317726901
0x24329c8225d0711eb1b5b200e053cbc89948845f,0.00003420186692359504446905707521614103754044377981148808931062281239382386698971
0x1bc275b41c54b6813a7b9b3d6d8373e7d6e73800,0.00003420158886959352942044894635792536086042368732214537184799442746897401557634
0x559757e285e726dbdbb92f4d2aac2579f06b8db8,0.00003420098419619294072925685309676261009747716392588716216296738620558590081761
0x2f16681bde3d9cde51d5aa020f9a07748b0a8e87,0.00003420098488021262465311566768189967203272936587543044068071062946493362492933
0xc0bbc44cc77b9b3efc9716200a4db89c385fd63d,0.00003420098419619294072925685309676261009747716392588716216296738620558590081761
0xc91445a70b00adc2da35cbff7aa42a7c60ab0dc5,0.00003420252221445224352580144777744637151205324747394890930864985484894356601557
0xd175fabcf6d2f2fe209602f1ebbce3b336f2bf7c,0.0000342672657035651626483901528780641360358460746695755314832392170000523262934
0xb0c7b0540c3f5338f67bde61a51467e69e722c67,0.00003427209214645492939618586560517315117538303064694875267956365495759365857572
0xb8ee10324c330f66d655da7b30b68cea7afa1d7b,0.00003420209128205137149474825914109735230316601926168344313040660145987737563322
0xc8b7dbe4989a3b4c940bc1d666f00bcaec577289,0.00003420186692359504446905707521614103754044377981148808931062281239382386698971
0xe5d84b729f227e8941d82053b684b17fa5e70504,0.00003657121363590233225289891161665342539455821991835636312686102845309617227854
0xaed62a3d10eae9d8724e6d3973d00670701fedc7,0.00003420098419619294072925685309676261009747716392588716216296738620558590081761
0xbe5515c451c6a867c4a89b31e26d1312cd1ed730,0.00003420647037606785203887923318856786178776290023775251372264994780400713885196
0x7e9130e9266dc9526e02adfdbfd9defe311492f1,0.00003420098419619294072925685309676261009747716392588716216296738620558590081761
0xfd8bbab3a3d78584495ad0d2cb6049438f7b2d56,0.00004152864048097318565880476849936413927854381825829583988156558337914019365245
0x279acd10a4daa9008127e4724243e0f85528bcac,0.00003447979677553746089681108622944097631226161531210050096860908567206335408654
