user_,percentage
0x30dc326c44a2e64fbe5a86fbc756d3f51a79f43c,0.08160867010511197
0x45fcbd4e1652c7a1ab9bccc982a7b7dd5613d514,0.08160867010511197
0xb0aca5c69ca0054f92ef49e89b4ed590391796b6,0.08160867010511197
0xbf6788eabf9321d3bea6eee2cff5136fce675333,0.08160867010511197
0x03f25e1af06e539a0c0b8390eb56b3f4d3d65577,0.08160867010511197
0xd02df454eebf85278b3c257ebc880709dc5e96ce,0.08160867010511197
0x50029651fa8824b3a49b739a275c229d908d66ac,0.08160867010511197
0xebf367eda8fef77507c4b278cf822e50397d6fed,0.08160867010511197
0x269a1560abaad3c249bc2db78d172e84a48da3de,0.08160867010511197
0xc9d15f4e6f1b37cbf0e8068ff84b5282edef9707,0.08160867010511197
0x619dba6a9494fea1f551810882d7bce91e374ae0,0.08160867010511197
0xbfc6d49e7bee26e06c8f5c1886fd4c99554c93e9,0.08160867010511197
0x2c7e69172114809eba5bcac3ecf496c665124627,0.08160867010511197
0xabf82f02747aa5201baf069a5242bd00fc351128,0.08160867010511197
0x0101eaee8d0013234c32936963ff504a9954220b,0.08160867010511197
0xa2ce8bb4d2b018ed0f807adc835cb8100baeb9bd,0.08160867010511197
0x37c1322d68734d011adeace6ad39610cc231bc86,0.08160867010511197
0x794c94f1b5e455c1dba27bb28c6085db0fe544f9,0.08160867010511197
0x0df506a50efd7880aaa69238af93195c4835105d,0.08160867010511197
0x9c43258a7df43255db871b6237fe6f03318d4770,0.08160867010511197
0x08ec41fdcb5f9cd49a2a9d76bbeef952a5d5739d,0.08160867010511197
0x1e109d267da61261cb160cb6387fccc0463d6176,0.08160867010511197
0x959e2a4db1fa5d56b810759f2e6d80a01eb9e892,0.08160867010511197
0xdb4a1463014116628ffa8a41ac7ac68c1a2126d6,0.08160867010511197
0x0fed91a2e5304ddc6201fefd756335195e97410c,0.08160867010511197
0xf227a52d0bba36f1eab180e85e018adb42a84b78,0.08160867010511197
0x999bcfa458ff2247c2b7b18652512f52cae3f839,0.08160867010511197
0x2a0943057a4414d481742abb46709d61e162f62e,0.08160867010511197
0x22a86031f028d7be4481e0333297be42ff016b0b,0.08160867010511197
0xe6666cd611439a9a3500e8c0e14670dfbb5027c5,0.08160867010511197
0x098915e7f9a03d9d452a642f33a650430ae18c79,0.08160867010511197
0xb4f4738bc188e17ec3700bfb5b0476a9f2dae165,0.08160867010511197
0xe0518b5d6bad6e2fee4e930efc489e6c6c0ab235,0.08160867010511197
0xdabedbfe4b6f6fc6f238feb4d2e42ffe6069506a,0.08160867010511197
0xd070edef4e2a3b3ea5037bc234c9e2111b84aaab,0.08160867010511197
0x5367bd0292ba11352e38134b820a8f45b2a57229,0.08160867010511197
0x171e659aba00c78e0e08c2c5e9c6b58c81199f16,0.08160867010511197
0x90f15e09b8fb5bc080b968170c638920db3a3446,0.0661030227851407
0xb212e85c263094dcc95fc98f646471440f0fa931,0.0661030227851407
0xb6fb95507814728801b0ab7c32b1b8682d134d91,0.0661030227851407
0x0391314befa3c5c52e560aefdbb5a1300f058935,0.0661030227851407
0x17d50415e7f387b2e8182fbf444b95590fec92c7,0.0661030227851407
0x4d87f05abb7ab6dc36a1cd956e15f28dfa2f381e,0.0661030227851407
0x94535de0ee84f36343c539285183a98784f5257c,0.0661030227851407
0x6dd7a2948b38bde6bd4503f8ef1ed71c700adb78,0.0661030227851407
0x20f053d7e3a9d53d42fe31ae14eef996c3b5706b,0.0661030227851407
0xad9d6a792c099007d0908904c677de2d254671db,0.0661030227851407
0x1133f662e00305b5ba031e0995c848c10020c408,0.0661030227851407
0xbc0f503e84994595d28bf120998c4dbac07477aa,0.0661030227851407
0xf11e37f313f068b35e64b56eaf4294b41d479e35,0.0661030227851407
0x0e6bf6cd095f9fa49d11b937489c7b0bb028b36a,0.0661030227851407
0xb57660af3b39cdd42fd9661600130b6d1f4c07e3,0.0661030227851407
0xea101abf2aa87e621caefeb64e6bfe34340b822d,0.0661030227851407
